VIN (1-10),County,City,Model Year,Make,Model,Electric Vehicle Type,Electric Range,Vehicle Location
5YJSA1CN3D,Island,Oak Harbor,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,POINT (-122.64682 48.29077)
YV4BC0PM0G,King,Seattle,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),13,POINT (-122.30253 47.72656)
7SAYGDEE3P,King,Bothell,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
7SAYGDEEXP,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
KNDPYDAH5P,King,Seattle,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34,POINT (-122.35436 47.67596)
KNDC3DLCXR,Kitsap,Keyport,2024,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.62316 47.70251)
JTMFB3FV6N,King,Issaquah,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.03439 47.5301)
KM8KRDAF1P,Kitsap,Olalla,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.54729 47.42602)
5YJ3E1EB7S,Snohomish,Bothell,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.21061 47.83448)
WDDVP9AB9F,King,Bellevue,2015,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),87,POINT (-122.1872 47.61001)
7SAYGDEE4N,King,Bothell,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
1N4BZ1CPXL,Thurston,Olympia,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),215,POINT (-122.92333 47.03779)
1N4AZ1CV2M,King,Seattle,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.31009 47.60803)
KM8KRDDF7R,King,Kirkland,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
5YJ3E1EA5P,King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.30207 47.64085)
7SAYGDED8R,King,Seattle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5LMYJ8XY6L,Kitsap,Port Orchard,2020,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),21,POINT (-122.63847 47.54103)
JM3KKDHA2R,Clark,Vancouver,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),26,POINT (-122.49212 45.60365)
JTMFB3FV3S,Clark,Vancouver,2025,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.55149 45.69345)
KNDCC3LG1K,King,Bellevue,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239,POINT (-122.12096 47.55584)
5YJ3E1ET0R,King,Seattle,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.3684 47.64586)
1N4AZ0CP2E,Kitsap,Poulsbo,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.64681 47.73689)
5YJYGDEE1L,King,Kirkland,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.2066 47.67887)
3FMTK4SX1P,King,Kirkland,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
WB523CF02R,King,Seattle,2024,BMW,IX,Battery Electric Vehicle (BEV),0,POINT (-122.35022 47.63824)
7SAYGDEF1N,King,Bellevue,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
2C4RC1N70J,King,Redmond,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33,POINT (-122.13158 47.67858)
7PDSGABA6P,King,Bellevue,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEE7P,King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5YJ3E1EC1L,Thurston,Tenino,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308,POINT (-122.85135 46.85752)
1N4AZ0CP5E,Clark,Brush Prairie,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.54578 45.73473)
7FCTGAAA8N,King,Seattle,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
1N4AZ1CP5K,King,Bellevue,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,POINT (-122.12096 47.55584)
5YJYGDEE8L,Clark,Ridgefield,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.74595 45.81539)
7SAYGDEE3P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
YV4BC0PM9H,King,Seattle,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),14,POINT (-122.35022 47.63824)
W1NKM5GB8S,King,Bellevue,2025,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),54,POINT (-122.12056 47.61334)
WB523CF03S,Clark,Vancouver,2025,BMW,IX,Battery Electric Vehicle (BEV),0,POINT (-122.49212 45.60365)
WBY8P4C58K,King,Kirkland,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),126,POINT (-122.2066 47.67887)
5YJYGDEE6L,Clark,Vancouver,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.70303 45.70954)
5YJYGDEFXM,King,Newcastle,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.15734 47.48718)
5YJSA1E57P,King,Kirkland,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
1G1FX6S00H,King,Seattle,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,POINT (-122.36178 47.49408)
1N4AZ1CP5K,King,Seattle,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150,POINT (-122.35029 47.71871)
7SAYGDEF8N,Thurston,Rochester,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-123.08743 46.82175)
KNDCC3LG3N,King,Seattle,2022,KIA,NIRO,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5YJ3E1EB2P,Clark,Vancouver,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.70303 45.70954)
1N4CZ1CV0S,King,Seattle,2025,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.36498 47.72238)
7SAYGAEE7P,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
WBY73AW09N,King,Newcastle,2022,BMW,I4,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
5YJ3E1EC7M,Clark,Vancouver,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.57722 45.64251)
JHMZC5F3XJ,King,Duvall,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47,POINT (-121.98609 47.74068)
JN1BF0BA3P,Kitsap,Bainbridge Island,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0,POINT (-122.521 47.62728)
1GKB0RDC3R,King,Seattle,2024,GMC,HUMMER EV SUV,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
YV4ED3UL6P,King,Kirkland,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
1N4AZ1BV0P,King,Seattle,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.31307 47.66127)
5YJ3E1EA0S,King,Seattle,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.35029 47.71871)
5YJSA1E52N,King,Bellevue,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
7SAYGDEEXN,King,Kirkland,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
7FCTGAAA6N,King,Redmond,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
1N4CZ1CV1P,King,Bellevue,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.12056 47.61334)
5YJSA1E29G,King,Bothell,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,POINT (-122.20563 47.76144)
KNDC3DLC4N,King,Auburn,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.1821 47.3199)
1N4AZ0CP4D,King,Renton,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75,POINT (-122.1805 47.50006)
WB523CF00R,King,Kirkland,2024,BMW,IX,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
5UXTA6C00N,King,Bellevue,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,POINT (-122.1872 47.61001)
YV4H60DM7R,Kitsap,Bainbridge Island,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35,POINT (-122.521 47.62728)
1V2GNPE89P,King,Seattle,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.36178 47.49408)
7SAYGDEE0P,Kitsap,Kingston,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.4977 47.79802)
5YJ3E1EA6R,King,Kent,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
5YJ3E1EA2P,King,Renton,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.197 47.43876)
7SAYGDEE9R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
3FMTK3SU5R,King,Bellevue,2024,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0,POINT (-122.1621 47.64441)
1G1RB6S54H,King,Redmond,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.13158 47.67858)
KNDC34LAXP,King,Bellevue,2023,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
WA1AAAGE4M,King,Newcastle,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),222,POINT (-122.15734 47.48718)
WVGUNPE28M,Clark,Vancouver,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.70303 45.70954)
5YJXCDE2XK,Yakima,Moxee,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289,POINT (-120.39197 46.55621)
1N4CZ1CV6R,Island,Coupeville,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.68558 48.21857)
5YJ3E1EA4J,King,Bellevue,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.1621 47.64441)
YV4H60DM2R,King,Kirkland,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35,POINT (-122.22901 47.72201)
1G1FW6S03J,Thurston,Olympia,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,POINT (-122.89166 47.03956)
5YJ3E1EB4J,Kitsap,Kingston,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.4977 47.79802)
7SAYGDEE1P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
2C4RC1N74L,King,Seattle,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.31009 47.60803)
YSMFD3KA0R,King,Kirkland,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
KNDPZDDH4R,King,Newcastle,2024,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34,POINT (-122.1805 47.50006)
5YJ3E1EB1N,Thurston,Yelm,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.60735 46.94239)
WBAJB1C54J,Kitsap,Bremerton,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),14,POINT (-122.6563 47.56739)
WBA33AG0XM,King,Auburn,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),18,POINT (-122.1821 47.3199)
JTDKN3DP5C,Thurston,Lacey,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6,POINT (-122.82324 47.04437)
7SAYGDEE8P,King,Bellevue,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
7SAYGDEE1P,King,Sammamish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.02054 47.60326)
7PDSGABLXR,King,Kirkland,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
KM8HC3A60R,Snohomish,Monroe,2024,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),0,POINT (-121.98087 47.8526)
7SAYGDEE6P,King,Redmond,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
WMZ53GA09S,King,Bellevue,2025,MINI,COUNTRYMAN,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
WP0BA2Y19N,King,Redmond,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
JTMABACA0P,King,Seattle,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5YJ3E1EA0L,King,Seattle,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,POINT (-122.35163 47.54287)
5YJ3E1EA1P,Snohomish,Lake Stevens,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.06402 48.01497)
1FT6W3L73R,King,Bothell,2024,FORD,F-150,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
7SAYGDEE4P,Clark,Vancouver,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.55149 45.69345)
1C4JJXP67M,King,Seatac,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.29179 47.43473)
WBY83FB06R,King,Seattle,2024,BMW,I4,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5UXTA6C01N,King,Bellevue,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,POINT (-122.1872 47.61001)
WVGRMPE24M,Clark,Vancouver,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.55149 45.69345)
JTMFB3FV5M,King,Seattle,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.36178 47.49408)
7YAKRDDC5S,King,Seattle,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
1G1FY6S05K,King,Des Moines,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,POINT (-122.32192 47.40139)
2C4RC1S78M,Kitsap,Port Orchard,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.68516 47.50645)
KNDC4DLC5R,King,Renton,2024,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.15734 47.48718)
WBY43HD0XS,King,Seattle,2025,BMW,I4,Battery Electric Vehicle (BEV),0,POINT (-122.35022 47.63824)
1V2CMPE83P,King,Bellevue,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
5YJ3E1EB1N,Yakima,Yakima,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-120.60272 46.59656)
1N4BZ1BV1M,King,Seattle,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.31676 47.68156)
1G1FY6S07P,King,Seattle,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
5YJYGDEE1M,King,Bellevue,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
7SAYGDEE6P,Snohomish,Mill Creek,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.21061 47.83448)
7SAYGAEE2R,Kitsap,Bainbridge Island,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.521 47.62728)
5YJYGDEE1L,King,Bellevue,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291,POINT (-122.1872 47.61001)
7PDSGABA2P,Clark,Vancouver,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0,POINT (-122.70303 45.70954)
5YJ3E1EB4N,King,Newcastle,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.1805 47.50006)
KMHM54ACXR,King,Kirkland,2024,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
JTMAB3FV1R,King,Seattle,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.36498 47.72238)
1G1RA6E48D,Cowlitz,Kelso,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,POINT (-122.89867 46.14424)
1N4AZ0CP1G,King,Seattle,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.35029 47.71871)
5YJ3E1EA9P,Cowlitz,Kelso,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.89867 46.14424)
1G1RD6E4XF,King,Kirkland,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38,POINT (-122.22901 47.72201)
7G2CEHED2R,King,Kirkland,2024,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
SADHM2S10R,King,Bellevue,2024,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),0,POINT (-122.1621 47.64441)
7SAYGDEEXP,King,Seattle,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
7SAYGAEE4R,King,Bothell,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.20563 47.76144)
1G1RC6S52J,Clark,Vancouver,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.67156 45.63248)
5YJ3E1EA8K,Clark,Vancouver,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,POINT (-122.55149 45.69345)
1G1RB6S59H,King,Redmond,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.13158 47.67858)
7SAYGDEF1N,King,Seattle,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30866 47.57874)
KNDC3DLC9N,King,Woodinville,2022,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.15545 47.75448)
1C4RJYC64N,King,Tukwila,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.29179 47.43473)
7SAYGDEEXP,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.17743 47.41185)
5UXTA6C09P,Clark,Vancouver,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,POINT (-122.48723 45.63701)
JTMABACA9R,Clark,Brush Prairie,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),0,POINT (-122.54578 45.73473)
5YJYGDEE8M,King,Kirkland,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
KMHC65LD4L,King,Renton,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),29,POINT (-122.20489 47.47532)
7SAYGDEE0P,Cowlitz,Kelso,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.89867 46.14424)
1V2GNPE86P,King,Sammamish,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.02054 47.60326)
5UXTS1C00M,King,Bellevue,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17,POINT (-122.1872 47.61001)
1V2WNPE86P,King,North Bend,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-121.7831 47.49348)
5YJSA1DN3C,King,Seattle,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),265,POINT (-122.36498 47.72238)
7SAYGDEE1S,Snohomish,Everett,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.18637 47.89251)
5YJSA1H1XE,King,Newcastle,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,POINT (-122.15734 47.48718)
5YJ3E1EA9L,King,Bothell,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266,POINT (-122.20563 47.76144)
5YJSA1E50M,King,Kent,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
WAUTPBFF8H,King,Woodinville,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16,POINT (-122.15545 47.75448)
5YJ3E1EA6J,Island,Coupeville,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.68558 48.21857)
3C3CFFGE6G,King,Bellevue,2016,FIAT,500,Battery Electric Vehicle (BEV),84,POINT (-122.1621 47.64441)
5YJSA1E56R,King,Seattle,2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.38591 47.67597)
YV4ED3UM7P,Clark,Ridgefield,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),0,POINT (-122.74595 45.81539)
7SAYGDEE3P,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.17743 47.41185)
5YJSA1E25H,King,Bellevue,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210,POINT (-122.12096 47.55584)
YV4ED3UM3P,King,Burien,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),0,POINT (-122.36178 47.49408)
KNDRJDLHXN,Clark,Vancouver,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),32,POINT (-122.62731 45.71668)
5YJ3E1EB9R,King,Redmond,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.13158 47.67858)
7SAYGDEE9P,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.19975 47.37483)
WVGTMPE28N,King,Bellevue,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.12056 47.61334)
JTDKARFP4L,King,Bellevue,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.12056 47.61334)
1N4AZ1CP2J,King,Auburn,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151,POINT (-122.1821 47.3199)
1N4CZ1CV4P,Kitsap,Bainbridge Island,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0,POINT (-122.521 47.62728)
7SAYGDEEXN,King,Kirkland,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
7SAYGAEE3S,King,Bellevue,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5YJ3E1EA7J,King,Seattle,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.30207 47.64085)
5YJ3E1EB7P,King,Seattle,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.32427 47.63433)
5YJSA1E6XR,King,Kirkland,2024,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
5YJ3E1EA7P,King,Tukwila,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.23825 47.49461)
5YJSA1E56N,King,Seattle,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0,POINT (-122.23825 47.49461)
1N4AZ0CP2E,King,Seattle,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84,POINT (-122.36498 47.72238)
5YJ3E1EB6N,King,Bellevue,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.12096 47.55584)
KNDC3DLC8P,King,Mercer Island,2023,KIA,EV6,Battery Electric Vehicle (BEV),0,POINT (-122.21238 47.57816)
5YJ3E1EB3J,King,Kirkland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.2066 47.67887)
1G1RC6S58H,King,Seattle,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.32741 47.58616)
7SAYGDEE2R,King,Bellevue,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
5YJ3E1EA7K,Clark,Vancouver,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220,POINT (-122.55149 45.69345)
7SAYGAEE3N,King,Sammamish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.03539 47.61344)
5YJSA1H21E,King,Redmond,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208,POINT (-122.13158 47.67858)
7SAYGDEE4P,King,Kent,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.17743 47.41185)
1V2WNPE89P,King,Kirkland,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
1G1RA6S5XH,King,Kirkland,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53,POINT (-122.2066 47.67887)
JTDKARFP8K,Clark,Vancouver,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25,POINT (-122.59219 45.62158)
7SAYGDEE6P,King,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.22901 47.72201)
5YJ3E1EA5R,Clark,Vancouver,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0,POINT (-122.62731 45.71668)
JTMFB3FV8N,Clark,Vancouver,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,POINT (-122.70303 45.70954)
5YJ3E1EB1J,King,Kirkland,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215,POINT (-122.22901 47.72201)
7SAYGDEE5P,King,Kirkland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.2066 47.67887)
7SAYGDEE9R,King,Seattle,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
7SAXCDE58P,King,Bellevue,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0,POINT (-122.1872 47.61001)
JTMABABA1P,King,Seattle,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),0,POINT (-122.23825 47.49461)
KM8JBDA29N,King,Seattle,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33,POINT (-122.30253 47.72656)
KNDJP3AE9G,Kitsap,Bainbridge Island,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93,POINT (-122.521 47.62728)
KM8KRDAF3P,King,Seattle,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0,POINT (-122.30253 47.72656)
